0,0,400
1,0,400
2,0,400
3,0,400
4,0,400
5,0,400
6,0,400
7,0,400
8,0,400
9,0,400
10,0,400
11,0,400
12,0,400
13,0,400
14,0,400
15,6799,43904
16,7610,49036
17,8646,53302
18,9479,56972
19,10368,57330
20,11257,57330
21,11640,57330
22,12304,57330
23,12698,57330
24,13374,57330
25,13858,57330
26,14623,57330
27,14972,57330
28,15467,57330
29,16533,57330
30,19426,57330
31,21099,57330
32,22494,57330
33,23435,57330
34,23191,57330
35,23679,57330
36,25003,57330
37,26119,57330
38,26920,57330
39,28942,57330
40,30546,57330
41,31243,57330
42,31731,57330
43,33055,57330
44,34380,57330
45,35774,57330
46,38145,57330
47,38389,57330
48,38528,57330
49,38667,57330
50,39295,57330
51,39295,57330
52,39539,57330
53,39051,57330
54,39434,57330
55,40794,57330
56,42014,57330
57,43896,57330
58,45465,57330
59,46998,57330
60,47765,57330
61,48044,57330
62,47870,57330
63,48497,57330
64,48183,57330
65,48567,57330
66,48637,57330
67,48671,57330
68,47974,57330
69,48149,57330
70,48532,57330
71,48915,57330
72,50205,57330
73,51077,57330
74,51321,57330
75,51216,57330
76,51634,57330
77,51286,57330
78,51565,57330
79,52401,57330
80,52227,57330
81,52541,57330
82,52819,57330
83,52785,57330
84,53517,57330
85,53935,57330
86,54249,57330
87,53865,57330
88,53586,57330
89,54039,57330
90,54597,57330
91,55259,57330
92,56166,57330
93,56166,57330
94,56933,57330
95,57525,57330
96,57525,57330
97,57421,57330
98,57595,57330
99,57211,57330
100,57246,57330
101,56514,57330
102,56305,57330
103,55852,57330
104,55503,57330
105,55503,57330
106,55538,57330
107,56340,57330
108,57211,57330
109,57351,57330
110,57699,57330
111,58187,57330
112,58292,57330
113,58153,57330
114,57874,57330
115,58571,57330
116,58780,57330
117,59233,57330
118,58954,57330
119,58536,57330
120,58919,57330
121,59233,57330
122,59547,57330
123,59303,57330
124,59547,57330
125,59407,57330
126,59163,57330
127,59686,57330
128,59233,57330
129,59233,57330
130,58675,57330
131,57769,57330
132,57281,57330
133,57246,57330
134,58118,57330
135,58397,57330
136,58501,57330
137,59024,57330
138,59024,57330
139,58815,57330
140,59407,57330
141,59895,57330
142,59617,57330
143,59617,57330
144,59861,57330
145,59756,57330
146,59686,57330
147,59861,57330
148,60000,57330
149,59965,57330
150,60000,57330
151,60000,57330
152,59930,57330
153,60000,57330
154,60000,57330
155,60000,57330
156,59651,57330
157,59268,57330
158,59617,57330
159,59826,57330
160,60000,57330
161,59547,57330
162,59895,57330
163,59930,57330
164,60000,57330
165,60000,57330
166,60000,57330
167,60000,57330
168,59721,57330
169,59861,57330
170,60000,57330
171,59582,57330
172,59861,57330
173,59617,57330
174,59129,57330
175,59756,57330
176,59582,57330
177,59930,57330
178,59895,57330
179,59617,57330
180,59826,57330
181,59756,57330
182,59930,57330
183,60000,57330
184,59651,57330
185,59686,57330
186,59373,57330
187,59233,57330
188,59338,57330
189,59651,57330
190,59721,57330
191,59861,57330
192,59895,57330
193,60000,57330
194,59826,57330
195,59756,57330
196,59826,57330
197,60000,57330
198,59407,57330
199,59651,57330
200,59129,57330
201,59442,57330
202,59163,57330
203,59477,57330
204,59373,57330
205,59338,57330
206,60000,57330
207,59512,57330
208,59407,57330
209,59477,57330
210,58919,57330
211,58745,57330
212,59651,57330
213,59233,57330
214,58954,57330
215,58989,57330
216,58954,57330
217,59617,57330
218,58815,57330
219,58885,57330
220,59163,57330
221,59407,57330
222,58606,57330
223,58675,57330
224,58397,57330
225,58536,57330
226,58327,57330
227,58327,57330
228,58187,57330
229,58466,57330
230,59268,57330
231,58257,57330
232,58431,57330
233,58850,57330
234,58397,57330
235,58118,57330
236,58222,57330
237,58292,57330
238,57386,57330
239,57699,57330
240,57386,57330
241,57421,57330
242,57316,57330
243,57002,57330
244,56898,57330
245,57107,57330
246,57211,57330
247,57595,57330
248,57421,57330
249,57769,57330
250,57455,57330
251,57421,57330
252,57281,57330
253,57107,57330
254,56933,57330
255,57142,57330
256,57072,57330
257,57072,57330
258,56340,57330
259,56270,57330
260,56131,57330
261,56166,57330
262,56061,57330
263,56445,57330
264,56828,57330
265,56654,57330
266,56863,57330
267,56584,57330
268,56549,57330
269,56305,57330
270,56445,57330
271,56410,57330
272,55922,57330
273,56410,57330
274,56235,57330
275,56375,57330
276,55817,57330
277,55817,57330
278,56096,57330
279,56270,57330
280,55608,57330
281,55155,57330
282,55155,57330
283,55329,57330
284,55573,57330
285,55747,57330
286,55503,57330
287,55608,57330
288,54946,57330
289,54771,57330
290,55294,57330
291,54911,57330
292,55259,57330
293,54388,57330
294,54946,57330
295,54771,57330
296,55085,57330
297,54946,57330
298,54737,57330
299,54388,57330
300,54074,57330
301,54562,57330
302,54527,57330
303,54632,57330
304,54283,57330
305,54458,57330
306,54179,57330
307,54179,57330
308,54005,57330
309,52924,57330
310,53586,57330
311,54005,57330
312,53691,57330
313,53307,57330
314,53412,57330
315,53377,57330
316,52994,57330
317,53517,57330
318,52994,57330
319,53029,57330
320,53133,57330
321,53377,57330
322,52750,57330
323,52750,57330
324,52506,57330
325,52645,57330
326,52645,57330
327,52715,57330
328,52645,57330
329,51948,57330
330,52157,57330
331,51669,57330
332,51565,57330
333,52157,57330
334,52541,57330
335,52331,57330
336,51913,57330
337,51704,57330
338,51390,57330
339,51739,57330
340,51355,57330
341,51599,57330
342,51181,57330
343,51007,57330
344,51042,57330
345,51042,57330
346,51111,57330
347,50937,57330
348,50379,57330
349,50135,57330
