0,0,400
1,0,400
2,0,400
3,0,400
4,0,400
5,0,400
6,0,400
7,0,400
8,0,400
9,0,400
10,0,400
11,0,400
12,0,400
13,0,400
14,0,400
15,44,555
16,47,559
17,46,563
18,47,567
19,46,559
20,50,561
21,47,561
22,48,561
23,44,555
24,48,565
25,46,557
26,47,560
27,52,562
28,50,558
29,48,564
30,49,559
31,49,558
32,49,556
33,49,564
34,47,568
35,49,584
36,54,581
37,51,579
38,49,582
39,53,574
40,55,565
41,52,572
42,57,582
43,55,587
44,51,603
45,58,616
46,58,628
47,61,640
48,67,650
49,69,651
50,61,646
51,65,644
52,65,637
53,64,643
54,71,644
55,66,639
56,69,644
57,69,644
58,65,629
59,65,630
60,69,633
61,66,626
62,68,632
63,69,629
64,63,650
65,71,660
66,72,662
67,72,681
68,76,690
69,72,695
70,80,696
71,74,697
72,77,695
73,83,694
74,78,693
75,79,700
76,81,706
77,80,701
78,80,714
79,78,715
80,84,719
81,78,715
82,86,725
83,81,713
84,82,704
85,80,701
86,86,697
87,85,692
88,90,698
89,86,685
90,90,685
91,81,677
92,86,683
93,82,683
94,84,686
95,80,687
96,86,693
97,74,680
98,89,692
99,87,687
100,82,682
101,78,683
102,82,682
103,87,682
104,89,681
105,79,675
106,80,686
107,89,691
108,87,694
109,92,708
110,89,718
111,91,730
112,90,737
113,86,728
114,99,737
115,93,730
116,94,726
117,94,727
118,98,726
119,87,722
120,99,725
121,97,721
122,95,716
123,92,714
124,92,716
125,97,716
126,93,714
127,94,707
128,98,721
129,96,722
130,93,717
131,91,724
132,98,719
133,92,711
134,98,720
135,92,719
136,97,720
137,99,716
138,96,719
139,96,719
140,96,722
141,93,720
142,99,722
143,96,724
144,97,722
145,100,730
146,99,732
147,97,729
148,96,729
149,94,729
150,101,728
151,99,722
152,96,722
153,101,731
154,103,732
155,101,732
156,99,728
157,99,734
158,98,738
159,106,742
160,100,741
161,99,741
162,106,747
163,103,746
164,98,742
165,98,744
166,105,745
167,107,742
168,105,743
169,107,731
170,105,735
171,104,739
172,106,730
173,104,725
174,109,740
175,102,733
176,105,730
177,101,730
178,104,724
179,109,733
180,105,731
181,101,726
182,103,729
183,105,735
184,103,731
185,102,733
186,110,731
187,108,725
188,103,725
189,105,729
190,111,725
191,100,734
192,100,722
193,106,723
194,105,724
195,103,719
196,105,717
197,105,720
198,101,717
199,107,717
200,109,717
201,109,719
202,104,711
203,108,717
204,105,716
205,103,718
206,111,722
207,101,709
208,105,709
209,108,706
210,108,709
211,102,697
212,102,699
213,105,707
214,104,708
215,105,724
216,107,726
217,104,730
218,103,734
219,108,738
220,102,739
221,106,731
222,113,741
223,110,737
224,110,739
225,111,746
226,112,755
227,113,755
228,110,774
229,113,777
230,115,779
231,115,757
232,112,759
233,116,749
234,110,741
235,113,736
236,111,730
237,114,733
238,110,728
239,114,729
240,102,719
241,109,713
242,114,723
243,106,722
244,110,723
245,107,715
246,110,718
247,110,722
248,110,717
249,104,716
250,110,721
251,110,722
252,102,716
253,100,715
254,108,719
255,109,713
256,113,714
257,114,720
258,110,714
259,110,718
260,104,715
261,106,716
262,106,709
263,112,706
264,110,710
265,105,708
266,106,710
267,106,703
268,106,713
269,106,711
270,105,703
271,107,697
272,108,708
273,109,702
274,108,710
275,110,706
276,110,708
277,105,697
278,107,710
279,108,702
280,108,705
281,103,703
282,111,704
283,109,705
284,111,723
285,109,746
286,114,766
287,113,776
288,109,783
289,117,779
290,113,785
291,115,782
292,116,796
293,117,785
294,120,798
295,127,804
296,116,781
297,127,786
298,120,781
299,123,789
300,123,777
301,123,791
302,126,807
303,126,800
304,125,814
305,125,817
306,129,829
307,127,852
308,129,853
309,132,857
310,129,849
311,131,830
312,130,829
313,132,824
314,124,810
315,128,797
316,131,804
317,127,800
318,131,803
319,130,795
320,126,801
321,129,800
322,127,798
323,128,802
324,132,794
325,127,789
326,130,786
327,126,791
328,124,789
329,122,794
330,122,794
331,132,803
332,126,793
333,129,802
334,129,804
335,127,814
336,128,819
337,130,825
338,130,835
339,136,839
340,133,833
341,132,828
342,132,827
343,134,826
344,133,820
345,125,818
346,131,802
347,129,805
348,124,795
349,132,804
