"130,TVOC 4 ppb\teCO2 400 ppm"
"131,Raw H2 14304 \tRaw Ethanol 19219"
"132,TVOC 9 ppb\teCO2 407 ppm"
"133,Raw H2 14297 \tRaw Ethanol 19217"
"134,TVOC 7 ppb\teCO2 408 ppm"
"135,Raw H2 14304 \tRaw Ethanol 19232"
"136,TVOC 7 ppb\teCO2 400 ppm"
"137,Raw H2 14297 \tRaw Ethanol 19219"
"138,TVOC 7 ppb\teCO2 411 ppm"
"139,Raw H2 14299 \tRaw Ethanol 19217"
"140,TVOC 10 ppb\teCO2 415 ppm"
"141,Raw H2 14303 \tRaw Ethanol 19225"
"142,TVOC 1 ppb\teCO2 415 ppm"
"143,Raw H2 14298 \tRaw Ethanol 19228"
"144,TVOC 8 ppb\teCO2 416 ppm"
"145,Raw H2 14295 \tRaw Ethanol 19222"
"146,TVOC 4 ppb\teCO2 405 ppm"
"147,Raw H2 14301 \tRaw Ethanol 19225"
"148,TVOC 5 ppb\teCO2 411 ppm"
"149,Raw H2 14301 \tRaw Ethanol 19228"
"150,TVOC 7 ppb\teCO2 415 ppm"
"151,Raw H2 14294 \tRaw Ethanol 19220"
"152,TVOC 10 ppb\teCO2 416 ppm"
"153,Raw H2 14289 \tRaw Ethanol 19217"
"154,TVOC 6 ppb\teCO2 414 ppm"
"155,Raw H2 14294 \tRaw Ethanol 19217"
"156,TVOC 3 ppb\teCO2 407 ppm"
"157,Raw H2 14296 \tRaw Ethanol 19221"
"158,TVOC 9 ppb\teCO2 406 ppm"
"159,Raw H2 14298 \tRaw Ethanol 19220"
"160,TVOC 7 ppb\teCO2 412 ppm"
"161,Raw H2 14296 \tRaw Ethanol 19216"
"162,TVOC 10 ppb\teCO2 414 ppm"
"163,Raw H2 14300 \tRaw Ethanol 19223"
"164,TVOC 12 ppb\teCO2 412 ppm"
"165,Raw H2 14300 \tRaw Ethanol 19221"
"166,TVOC 5 ppb\teCO2 411 ppm"
"167,Raw H2 14292 \tRaw Ethanol 19221"
"168,TVOC 7 ppb\teCO2 406 ppm"
"169,Raw H2 14303 \tRaw Ethanol 19232"
"170,TVOC 5 ppb\teCO2 414 ppm"
"171,Raw H2 14296 \tRaw Ethanol 19222"
"172,TVOC 7 ppb\teCO2 415 ppm"
"173,Raw H2 14293 \tRaw Ethanol 19214"
"174,TVOC 8 ppb\teCO2 411 ppm"
"175,Raw H2 14294 \tRaw Ethanol 19215"
"176,TVOC 3 ppb\teCO2 404 ppm"
"177,Raw H2 14300 \tRaw Ethanol 19225"
"178,TVOC 11 ppb\teCO2 414 ppm"
"179,Raw H2 14291 \tRaw Ethanol 19220"
"180,TVOC 8 ppb\teCO2 409 ppm"
"181,Raw H2 14297 \tRaw Ethanol 19234"
"182,TVOC 7 ppb\teCO2 414 ppm"
"183,Raw H2 14294 \tRaw Ethanol 19219"
"184,****Baseline values: eCO2: 0x976D & TVOC: 0x9312"
"185,TVOC 4 ppb\teCO2 409 ppm"
"186,Raw H2 14297 \tRaw Ethanol 19218"
"187,TVOC 6 ppb\teCO2 405 ppm"
"188,Raw H2 14293 \tRaw Ethanol 19213"
"189,TVOC 5 ppb\teCO2 405 ppm"
"190,Raw H2 14302 \tRaw Ethanol 19218"
"191,TVOC 7 ppb\teCO2 405 ppm"
"192,Raw H2 14298 \tRaw Ethanol 19220"
"193,TVOC 4 ppb\teCO2 405 ppm"
"194,Raw H2 14297 \tRaw Ethanol 19223"
"195,TVOC 12 ppb\teCO2 406 ppm"
"196,Raw H2 14299 \tRaw Ethanol 19218"
"197,TVOC 6 ppb\teCO2 400 ppm"
"198,Raw H2 14298 \tRaw Ethanol 19227"
"199,TVOC 7 ppb\teCO2 406 ppm"
"200,Raw H2 14295 \tRaw Ethanol 19216"
"201,TVOC 1 ppb\teCO2 402 ppm"
"202,Raw H2 14304 \tRaw Ethanol 19225"
"203,TVOC 8 ppb\teCO2 403 ppm"
"204,Raw H2 14295 \tRaw Ethanol 19223"
"205,TVOC 8 ppb\teCO2 401 ppm"
"206,Raw H2 14297 \tRaw Ethanol 19219"
"207,TVOC 3 ppb\teCO2 400 ppm"
"208,Raw H2 14302 \tRaw Ethanol 19220"
"209,TVOC 12 ppb\teCO2 411 ppm"
"210,Raw H2 14294 \tRaw Ethanol 19217"
"211,TVOC 6 ppb\teCO2 405 ppm"
"212,Raw H2 14299 \tRaw Ethanol 19223"
"213,TVOC 7 ppb\teCO2 404 ppm"
"214,Raw H2 14292 \tRaw Ethanol 19218"
"215,TVOC 9 ppb\teCO2 407 ppm"
"216,Raw H2 14298 \tRaw Ethanol 19217"
"217,TVOC 10 ppb\teCO2 408 ppm"
"218,Raw H2 14295 \tRaw Ethanol 19226"
"219,TVOC 10 ppb\teCO2 411 ppm"
"220,Raw H2 14297 \tRaw Ethanol 19216"
"221,TVOC 10 ppb\teCO2 402 ppm"
"222,Raw H2 14296 \tRaw Ethanol 19215"
"223,TVOC 12 ppb\teCO2 402 ppm"
"224,Raw H2 14300 \tRaw Ethanol 19208"
"225,TVOC 9 ppb\teCO2 400 ppm"
"226,Raw H2 14297 \tRaw Ethanol 19219"
"227,TVOC 9 ppb\teCO2 400 ppm"
"228,Raw H2 14296 \tRaw Ethanol 19213"
"229,TVOC 11 ppb\teCO2 401 ppm"
"230,Raw H2 14305 \tRaw Ethanol 19215"
"231,TVOC 12 ppb\teCO2 403 ppm"
"232,Raw H2 14299 \tRaw Ethanol 19212"
"233,TVOC 9 ppb\teCO2 401 ppm"
"234,Raw H2 14296 \tRaw Ethanol 19211"
"235,TVOC 8 ppb\teCO2 406 ppm"
"236,Raw H2 14301 \tRaw Ethanol 19214"
"237,TVOC 11 ppb\teCO2 400 ppm"
"238,Raw H2 14300 \tRaw Ethanol 19215"
"239,TVOC 8 ppb\teCO2 400 ppm"
"240,Raw H2 14299 \tRaw Ethanol 19220"
"241,TVOC 9 ppb\teCO2 401 ppm"
"242,Raw H2 14304 \tRaw Ethanol 19216"
"243,TVOC 10 ppb\teCO2 409 ppm"
"244,Raw H2 14301 \tRaw Ethanol 19214"
"245,****Baseline values: eCO2: 0x9775 & TVOC: 0x930F"
"246,TVOC 9 ppb\teCO2 402 ppm"
"247,Raw H2 14300 \tRaw Ethanol 19218"
"248,TVOC 5 ppb\teCO2 402 ppm"
"249,Raw H2 14304 \tRaw Ethanol 19222"
"250,TVOC 7 ppb\teCO2 400 ppm"
"251,Raw H2 14299 \tRaw Ethanol 19215"
"252,TVOC 9 ppb\teCO2 400 ppm"
"253,Raw H2 14306 \tRaw Ethanol 19218"
"254,TVOC 11 ppb\teCO2 407 ppm"
"255,Raw H2 14304 \tRaw Ethanol 19216"
"256,TVOC 9 ppb\teCO2 400 ppm"
"257,Raw H2 14305 \tRaw Ethanol 19219"
"258,TVOC 8 ppb\teCO2 405 ppm"
"259,Raw H2 14305 \tRaw Ethanol 19216"
"260,TVOC 10 ppb\teCO2 407 ppm"
"261,Raw H2 14306 \tRaw Ethanol 19218"
"262,TVOC 6 ppb\teCO2 405 ppm"
"263,Raw H2 14306 \tRaw Ethanol 19212"
"264,TVOC 10 ppb\teCO2 407 ppm"
"265,Raw H2 14300 \tRaw Ethanol 19210"
"266,TVOC 10 ppb\teCO2 408 ppm"
"267,Raw H2 14307 \tRaw Ethanol 19216"
"268,TVOC 16 ppb\teCO2 404 ppm"
"269,Raw H2 14303 \tRaw Ethanol 19210"
"270,TVOC 5 ppb\teCO2 404 ppm"
"271,Raw H2 14309 \tRaw Ethanol 19214"
"272,TVOC 4 ppb\teCO2 400 ppm 19219"
"273,TVOC 6 ppb\teCO2 416 ppm"
"274,Raw H2 14317 \tRaw Ethanol 19222"
"275,anol 19220"
"276,TVOC 8 ppb\teCO2 417 ppm"
"277,Raw H2 14317 \tRaw Ethanol 19219"
"278,TVOC 6 ppb\teCO2 416 ppm"
"279,Raw H2 14317 \tRaw Ethanol 19222"
"280,TVOC 4 ppb\teCO2 413 ppm"
"281,Raw H2 14312 \tRaw Ethanol 19221"
"282,TVOC 5 ppb\teCO2 414 ppm"
"283,Raw H2 14315 \tRaw Ethanol 19220"
"284,TVOC 3 ppb\teCO2 420 ppm"
"285,Raw H2 14316 \tRaw Ethanol 19219"
"286,TVOC 0 ppb\teCO2 421 ppm"
"287,Raw H2 14318 \tRaw Ethanol 19224"
"288,TVOC 10 ppb\teCO2 407 ppm"
"289,Raw H2 14312 \tRaw Ethanol 19219"
"290,TVOC 2 ppb\teCO2 418 ppm"
"291,Raw H2 14314 \tRaw Ethanol 19222"
"292,TVOC 5 ppb\teCO2 410 ppm"
"293,Raw H2 14319 \tRaw Ethanol 19226"
"294,TVOC 0 ppb\teCO2 417 ppm"
"295,Raw H2 14320 \tRaw Ethanol 19223"
"296,TVOC 9 ppb\teCO2 415 ppm"
"297,Raw H2 14322 \tRaw Ethanol 19216"
"298,TVOC 0 ppb\teCO2 416 ppm"
"299,Raw H2 14319 \tRaw Ethanol 19234"
"300,****Baseline values: eCO2: 0x97B1 & TVOC: 0x930F"
"301,TVOC 4 ppb\teCO2 410 ppm"
"302,Raw H2 14321 \tRaw Ethanol 19225"
"303,TVOC 6 ppb\teCO2 414 ppm"
"304,Raw H2 14320 \tRaw Ethanol 19223"
"305,TVOC 0 ppb\teCO2 407 ppm"
"306,Raw H2 14322 \tRaw Ethanol 19233"
"307,TVOC 2 ppb\teCO2 409 ppm"
"308,Raw H2 14315 \tRaw Ethanol 19232"
"309,TVOC 6 ppb\teCO2 418 ppm"
"310,Raw H2 14321 \tRaw Ethanol 19222"
"311,TVOC 6 ppb\teCO2 412 ppm"
"312,Raw H2 14321 \tRaw Ethanol 19225"
"313,TVOC 9 ppb\teCO2 412 ppm"
"314,Raw H2 14320 \tRaw Ethanol 19216"
"315,TVOC 4 ppb\teCO2 409 ppm"
"316,Raw H2 14317 \tRaw Ethanol 19225"
"317,TVOC 4 ppb\teCO2 405 ppm"
"318,Raw H2 14317 \tRaw Ethanol 19229"
"319,TVOC 1 ppb\teCO2 405 ppm"
"320,Raw H2 14323 \tRaw Ethanol 19225"
"321,TVOC 4 ppb\teCO2 408 ppm"
"322,Raw H2 14324 \tRaw Ethanol 19224"
"323,TVOC 0 ppb\teCO2 403 ppm"
"324,Raw H2 14321 \tRaw Ethanol 19224"
"325,TVOC 0 ppb\teCO2 400 ppm"
"326,Raw H2 14324 \tRaw Ethanol 19232"
"327,TVOC 4 ppb\teCO2 412 ppm"
"328,Raw H2 14323 \tRaw Ethanol 19225"
"329,TVOC 4 ppb\teCO2 404 ppm"
"330,Raw H2 14323 \tRaw Ethanol 19222"
"331,TVOC 11 ppb\teCO2 416 ppm"
"332,Raw H2 14317 \tRaw Ethanol 19222"
"333,TVOC 9 ppb\teCO2 408 ppm"
"334,Raw H2 14323 \tRaw Ethanol 19226"
"335,TVOC 2 ppb\teCO2 407 ppm"
"336,Raw H2 14323 \tRaw Ethanol 19218"
"337,TVOC 3 ppb\teCO2 405 ppm"
"338,Raw H2 14324 \tRaw Ethanol 19229"
"339,TVOC 6 ppb\teCO2 402 ppm"
"340,Raw H2 14325 \tRaw Ethanol 19228"
"341,TVOC 1 ppb\teCO2 400 ppm"
"342,Raw H2 14323 \tRaw Ethanol 19231"
"343,TVOC 4 ppb\teCO2 414 ppm"
"344,Raw H2 14322 \tRaw Ethanol 19224"
"345,TVOC 7 ppb\teCO2 405 ppm"
"346,Raw H2 14318 \tRaw Ethanol 19221"
"347,TVOC 3 ppb\teCO2 404 ppm"
"348,Raw H2 14323 \tRaw Ethanol 19226"
"349,TVOC 4 ppb\teCO2 409 ppm"
"350,Raw H2 14323 \tRaw Ethanol 19228"
"351,TVOC 5 ppb\teCO2 403 ppm"
"352,Raw H2 14322 \tRaw Ethanol 19231"
"353,TVOC 6 ppb\teCO2 404 ppm"
"354,Raw H2 14323 \tRaw Ethanol 19231"
"355,TVOC 5 ppb\teCO2 400 ppm"
"356,Raw H2 14324 \tRaw Ethanol 19224"
"357,TVOC 2 ppb\teCO2 407 ppm"
"358,Raw H2 14322 \tRaw Ethanol 19225"
"359,TVOC 6 ppb\teCO2 409 ppm"
"360,Raw H2 14319 \tRaw Ethanol 19214"
"361,****Baseline values: eCO2: 0x97B0 & TVOC: 0x9311"
"362,TVOC 5 ppb\teCO2 402 ppm"
"363,Raw H2 14323 \tRaw Ethanol 19232"
"364,TVOC 6 ppb\teCO2 412 ppm"
"365,Raw H2 14318 \tRaw Ethanol 19218"
"366,TVOC 4 ppb\teCO2 407 ppm"
"367,Raw H2 14321 \tRaw Ethanol 19224"
"368,TVOC 3 ppb\teCO2 401 ppm"
"369,Raw H2 14328 \tRaw Ethanol 19228"
"370,TVOC 5 ppb\teCO2 410 ppm"
"371,Raw H2 14324 \tRaw Ethanol 19227"
"372,TVOC 1 ppb\teCO2 403 ppm"
"373,Raw H2 14325 \tRaw Ethanol 19236"
"374,TVOC 3 ppb\teCO2 404 ppm"
"375,Raw H2 14324 \tRaw Ethanol 19220"
"376,TVOC 2 ppb\teCO2 403 ppm"
"377,Raw H2 14320 \tRaw Ethanol 19226"
"378,TVOC 3 ppb\teCO2 400 ppm"
"379,Raw H2 14327 \tRaw Ethanol 19221"
"380,TVOC 3 ppb\teCO2 403 ppm"
"381,Raw H2 14328 \tRaw Ethanol 19221"
"382,TVOC 2 ppb\teCO2 400 ppm"
"383,Raw H2 14325 \tRaw Ethanol 19232"
"384,TVOC 6 ppb\teCO2 403 ppm"
"385,Raw H2 14322 \tRaw Ethanol 19223"
"386,TVOC 4 ppb\teCO2 404 ppm"
"387,Raw H2 14325 \tRaw Ethanol 19230"
"388,TVOC 6 ppb\teCO2 401 ppm"
"389,Raw H2 14326 \tRaw Ethanol 19218"
"390,TVOC 4 ppb\teCO2 411 ppm"
"391,Raw H2 14320 \tRaw Ethanol 19220"
"392,TVOC 1 ppb\teCO2 400 ppm"
"393,Raw H2 14326 \tRaw Ethanol 19224"
"394,TVOC 3 ppb\teCO2 400 ppm"
"395,Raw H2 14332 \tRaw Ethanol 19224"
"396,TVOC 6 ppb\teCO2 400 ppm"
"397,Raw H2 14325 \tRaw Ethanol 19224"
"398,TVOC 3 ppb\teCO2 400 ppm"
"399,Raw H2 14328 \tRaw Ethanol 19226"
"400,TVOC 5 ppb\teCO2 401 ppm"
"401,Raw H2 14325 \tRaw Ethanol 19223"
"402,TVOC 0 ppb\teCO2 401 ppm"
"403,Raw H2 14331 \tRaw Ethanol 19227"
"404,TVOC 8 ppb\teCO2 400 ppm"
"405,Raw H2 14327 \tRaw Ethanol 19226"
"406,TVOC 9 ppb\teCO2 401 ppm"
"407,Raw H2 14325 \tRaw Ethanol 19221"
"408,TVOC 9 ppb\teCO2 400 ppm"
"409,Raw H2 14325 \tRaw Ethanol 19221"
"410,TVOC 6 ppb\teCO2 400 ppm"
"411,Raw H2 14330 \tRaw Ethanol 19226"
"412,TVOC 5 ppb\teCO2 400 ppm"
"413,Raw H2 14321 \tRaw Ethanol 19220"
"414,TVOC 4 ppb\teCO2 404 ppm"
"415,Raw H2 14327 \tRaw Ethanol 19231"
"416,TVOC 3 ppb\teCO2 400 ppm"
"417,Raw H2 14324 \tRaw Ethanol 19222"
"418,TVOC 6 ppb\teCO2 400 ppm"
"419,Raw H2 14328 \tRaw Ethanol 19231"
"420,TVOC 7 ppb\teCO2 400 ppm"
"421,Raw H2 14327 \tRaw Ethanol 19229"
"422,****Baseline values: eCO2: 0x97A8 & TVOC: 0x9314"
"423,TVOC 1 ppb\teCO2 400 ppm"
"424,Raw H2 14326 \tRaw Ethanol 19226"
"425,TVOC 5 ppb\teCO2 400 ppm"
"426,Raw H2 14324 \tRaw Ethanol 19230"
"427,TVOC 1 ppb\teCO2 400 ppm"
"428,Raw H2 14325 \tRaw Ethanol 19226"
"429,TVOC 3 ppb\teCO2 400 ppm"
"430,Raw H2 14320 \tRaw Ethanol 19228"
"431,TVOC 5 ppb\teCO2 400 ppm"
"432,Raw H2 14327 \tRaw Ethanol 19233"
"433,TVOC 8 ppb\teCO2 400 ppm"
"434,Raw H2 14325 \tRaw Ethanol 19225"
"435,TVOC 8 ppb\teCO2 402 ppm"
"436,Raw H2 14325 \tRaw Ethanol 19228"
"437,TVOC 5 ppb\teCO2 400 ppm"
"438,Raw H2 14327 \tRaw Ethanol 19228"
"439,TVOC 7 ppb\teCO2 401 ppm"
"440,Raw H2 14327 \tRaw Ethanol 19221"
"441,TVOC 0 ppb\teCO2 400 ppm"
"442,Raw H2 14334 \tRaw Ethanol 19228"
"443,TVOC 2 ppb\teCO2 400 ppm"
"444,Raw H2 14323 \tRaw Ethanol 19222"
"445,TVOC 6 ppb\teCO2 400 ppm"
"446,Raw H2 14323 \tRaw Ethanol 19219"
"447,TVOC 5 ppb\teCO2 400 ppm"
"448,Raw H2 14327 \tRaw Ethanol 19227"
"449,TVOC 7 ppb\teCO2 400 ppm"
"450,Raw H2 14327 \tRaw Ethanol 19229"
"451,TVOC 3 ppb\teCO2 400 ppm"
"452,Raw H2 14329 \tRaw Ethanol 19227"
"453,TVOC 5 ppb\teCO2 400 ppm"
"454,Raw H2 14321 \tRaw Ethanol 19222"
"455,TVOC 0 ppb\teCO2 400 ppm"
"456,Raw H2 14328 \tRaw Ethanol 19227"
"457,TVOC 7 ppb\teCO2 401 ppm"
"458,Raw H2 14317 \tRaw Ethanol 19222"
"459,TVOC 7 ppb\teCO2 402 ppm"
"460,Raw H2 14325 \tRaw Ethanol 19231"
"461,TVOC 9 ppb\teCO2 407 ppm"
"462,Raw H2 14323 \tRaw Ethanol 19217"
"463,TVOC 5 ppb\teCO2 400 ppm"
"464,Raw H2 14325 \tRaw Ethanol 19224"
"465,TVOC 5 ppb\teCO2 400 ppm"
"466,Raw H2 14324 \tRaw Ethanol 19219"
"467,TVOC 9 ppb\teCO2 400 ppm"
"468,Raw H2 14328 \tRaw Ethanol 19222"
"469,TVOC 7 ppb\teCO2 400 ppm"
"470,Raw H2 14325 \tRaw Ethanol 19223"
"471,TVOC 8 ppb\teCO2 400 ppm"
"472,Raw H2 14329 \tRaw Ethanol 19222"
"473,TVOC 4 ppb\teCO2 400 ppm"
"474,Raw H2 14323 \tRaw Ethanol 19233"
"475,TVOC 5 ppb\teCO2 400 ppm"
"476,Raw H2 14320 \tRaw Ethanol 19219"
"477,TVOC 2 ppb\teCO2 400 ppm"
"478,Raw H2 14327 \tRaw Ethanol 19220"
"479,TVOC 9 ppb\teCO2 400 ppm"
"480,Raw H2 14325 \tRaw Ethanol 19220"
"481,TVOC 9 ppb\teCO2 400 ppm"
"482,Raw H2 14323 \tRaw Ethanol 19225"
"483,****Baseline values: eCO2: 0x97A8 & TVOC: 0x9318"
"484,TVOC 1 ppb\teCO2 401 ppm"
"485,Raw H2 14326 \tRaw Ethanol 19225"
"486,TVOC 9 ppb\teCO2 400 ppm"
"487,Raw H2 14332 \tRaw Ethanol 19218"
"488,TVOC 0 ppb\teCO2 400 ppm"
"489,Raw H2 14329 \tRaw Ethanol 19227"
"490,TVOC 3 ppb\teCO2 400 ppm"
"491,Raw H2 14332 \tRaw Ethanol 19230"
"492,TVOC 6 ppb\teCO2 400 ppm"
"493,Raw H2 14332 \tRaw Ethanol 19217"
"494,TVOC 3 ppb\teCO2 400 ppm"
"495,Raw H2 14331 \tRaw Ethanol 19230"
"496,TVOC 7 ppb\teCO2 400 ppm"
"497,Raw H2 14327 \tRaw Ethanol 19227"
"498,TVOC 5 ppb\teCO2 400 ppm"
"499,Raw H2 14333 \tRaw Ethanol 19237"
"500,TVOC 5 ppb\teCO2 400 ppm"
