Sample 	 TVOC 	 eCO2
"b'06 \t 608 \n'"
"b' \n'"
"b' 85129 \t 106 \t 598 \n'"
"b' 86179 \t 111 \t 599 \n'"
"b' 87230 \t 113 \t 603 \n'"
"b' 88281 \t 110 \t 599 \n'"
"b' 89331 \t 107 \t 600 \n'"
"b' 90381 \t 110 \t 602 \n'"
"b' 91431 \t 110 \t 596 \n'"
"b' 92482 \t 108 \t 586 \n'"
"b' 93533 \t 109 \t 595 \n'"
"b' 94583 \t 106 \t 587 \n'"
"b' 95634 \t 111 \t 587 \n'"
"b' 96685 \t 104 \t 589 \n'"
"b' 97734 \t 103 \t 587 \n'"
"b' 98785 \t 103 \t 580 \n'"
"b' 99835 \t 106 \t 590 \n'"
"b' 100886 \t 109 \t 594 \n'"
"b' 101937 \t 98 \t 578 \n'"
"b' 102987 \t 101 \t 586 \n'"
"b' 104038 \t 102 \t 585 \n'"
"b' 105088 \t 105 \t 582 \n'"
"b' 106138 \t 102 \t 575 \n'"
"b' 107189 \t 107 \t 584 \n'"
"b' 108239 \t 103 \t 576 \n'"
"b' 109290 \t 104 \t 587 \n'"
"b' 110341 \t 103 \t 580 \n'"
"b' 111391 \t 103 \t 576 \n'"
"b' 112442 \t 97 \t 570 \n'"
"b' 113491 \t 106 \t 576 \n'"
"b' 114542 \t 102 \t 582 \n'"
"b' 115593 \t 102 \t 570 \n'"
"b' 116643 \t 103 \t 578 \n'"
"b' 117694 \t 100 \t 572 \n'"
"b' 118745 \t 103 \t 575 \n'"
"b' 119795 \t 101 \t 563 \n'"
"b' 120846 \t 98 \t 571 \n'"
"b' 121896 \t 103 \t 572 \n'"
"b' 122946 \t 103 \t 569 \n'"
"b' 123997 \t 105 \t 565 \n'"
"b' 125047 \t 100 \t 568 \n'"
"b' 126098 \t 108 \t 566 \n'"
